The 1th group: ---------------
12:	-0.268773   0.014070   2.038814
13:	-0.217076   -0.572804   2.109310
14:	-0.237662   -0.894702   2.003870
15:	-0.240674   -0.950153   1.891378
16:	-0.123169   0.011573   2.036911
17:	-0.122197   -0.549060   2.107026
18:	-0.122364   -0.882311   2.013159
19:	-0.157559   -0.937532   1.909137
20:	-0.174801   0.620490   2.094743
The 8th group: ---------------
0:	-0.199466   0.012864   2.076714
1:	-0.185400   0.365507   2.091566
2:	-0.171597   0.702819   2.092096
3:	-0.187998   0.861329   2.097038
4:	-0.342033   0.537364   2.078943
5:	-0.380427   0.275066   2.097710
6:	-0.381810   0.043500   2.043169
7:	-0.370976   -0.037338   2.029184
8:	-0.019451   0.558120   2.069770
9:	0.018773   0.289582   2.059278
10:	0.020532   0.058512   1.989000
11:	0.000326   0.008078   1.978194
12:	-0.268523   0.013984   2.038732
13:	-0.217414   -0.571148   2.109656
14:	-0.237713   -0.894456   2.003969
15:	-0.245247   -0.954439   1.896420
16:	-0.122945   0.011657   2.036898
17:	-0.122343   -0.548993   2.107054
18:	-0.121987   -0.881266   2.014710
19:	-0.154313   -0.936989   1.909681
20:	-0.175159   0.620550   2.094270
The 9th group: ---------------
0:	-0.199536   0.013066   2.076656
1:	-0.185171   0.365821   2.091676
2:	-0.170294   0.703626   2.092978
3:	-0.187528   0.861339   2.096577
4:	-0.341996   0.537572   2.079006
5:	-0.380423   0.275064   2.097710
6:	-0.382401   0.044529   2.043656
7:	-0.370969   -0.036348   2.029027
8:	-0.018969   0.558713   2.070453
9:	0.018747   0.290085   2.059268
10:	0.020958   0.060657   1.989417
11:	0.000266   0.009868   1.978479
12:	-0.268656   0.014497   2.038688
13:	-0.217965   -0.569278   2.110806
14:	-0.238311   -0.893614   2.004454
15:	-0.218352   -0.950562   1.894645
16:	-0.122970   0.011677   2.036858
17:	-0.122413   -0.548791   2.107087
18:	-0.121894   -0.881393   2.014625
19:	-0.157123   -0.936304   1.910269
20:	-0.174224   0.621197   2.094867
The 10th group: ---------------
0:	-0.199501   0.013115   2.076668
1:	-0.184996   0.365958   2.091597
2:	-0.169863   0.703892   2.092769
3:	-0.187267   0.861339   2.096601
4:	-0.341648   0.537769   2.078708
5:	-0.380431   0.275549   2.097900
6:	-0.382640   0.045502   2.044031
7:	-0.370778   -0.035530   2.027328
8:	-0.019070   0.559107   2.070560
9:	0.018581   0.290462   2.059126
10:	0.021743   0.062821   1.990189
11:	0.000673   0.009820   1.978305
12:	-0.268626   0.014499   2.038664
13:	-0.217798   -0.569141   2.110696
14:	-0.238502   -0.894008   2.003822
15:	-0.220009   -0.951656   1.894409
16:	-0.122914   0.011806   2.036956
17:	-0.122776   -0.548978   2.107126
18:	-0.122198   -0.881949   2.013896
19:	-0.156487   -0.937489   1.909702
20:	-0.173855   0.621428   2.094695
The 11th group: ---------------
0:	-0.199490   0.013149   2.076700
1:	-0.185005   0.366014   2.091642
2:	-0.169915   0.703993   2.092890
3:	-0.186376   0.861891   2.097338
4:	-0.340907   0.538194   2.078865
5:	-0.380365   0.275767   2.098021
6:	-0.382772   0.045884   2.044240
7:	-0.371225   -0.034788   2.028975
8:	-0.019067   0.559093   2.070562
9:	0.018611   0.290454   2.059202
10:	0.021604   0.062957   1.990309
11:	0.000615   0.010477   1.979598
12:	-0.268620   0.014497   2.038677
13:	-0.217818   -0.567749   2.111480
14:	-0.238812   -0.893655   2.003770
15:	-0.223735   -0.954858   1.897383
16:	-0.122897   0.011881   2.037016
17:	-0.122710   -0.548248   2.107179
18:	-0.121348   -0.880152   2.015024
19:	-0.153463   -0.938098   1.912174
20:	-0.173889   0.621515   2.094792
The 12th group: ---------------
0:	-0.199484   0.013090   2.076650
1:	-0.185252   0.365725   2.091077
2:	-0.170736   0.703327   2.091414
3:	-0.186284   0.861736   2.097001
4:	-0.340897   0.538191   2.078889
5:	-0.380336   0.275750   2.098011
6:	-0.382489   0.045003   2.043673
7:	-0.370886   -0.034757   2.026722
8:	-0.018184   0.558546   2.070299
9:	0.018727   0.289808   2.059208
10:	0.021808   0.064574   1.990609
11:	0.001424   0.013829   1.978359
12:	-0.268606   0.014386   2.038589
13:	-0.217581   -0.567539   2.111288
14:	-0.238848   -0.893798   2.003794
15:	-0.197110   -0.950106   1.901486
16:	-0.122894   0.011832   2.036986
17:	-0.122769   -0.548233   2.107111
18:	-0.121687   -0.881150   2.014272
19:	-0.153726   -0.939035   1.911350
20:	-0.174522   0.620957   2.093590
The 13th group: ---------------
0:	-0.199567   0.013042   2.076726
1:	-0.185456   0.365669   2.090981
2:	-0.171150   0.703264   2.091064
3:	-0.184840   0.861188   2.095851
4:	-0.341208   0.538477   2.079188
5:	-0.380309   0.275734   2.098002
6:	-0.382609   0.045405   2.043728
7:	-0.370853   -0.034129   2.028593
8:	-0.017704   0.558455   2.070804
9:	0.018751   0.289645   2.059130
10:	0.022911   0.072196   1.992298
11:	0.002761   0.019411   1.980984
12:	-0.268663   0.014282   2.038687
13:	-0.215909   -0.579584   2.111168
14:	-0.238781   -0.895391   2.004039
15:	-0.201143   -0.949980   1.897921
16:	-0.123018   0.011802   2.037059
17:	-0.121079   -0.551516   2.107741
18:	-0.118260   -0.885175   2.012633
19:	-0.158137   -0.937955   1.908865
20:	-0.174874   0.620891   2.093314
The 14th group: ---------------
0:	-0.199560   0.013105   2.076653
1:	-0.185323   0.365821   2.090949
2:	-0.170644   0.703656   2.091276
3:	-0.184598   0.861197   2.096100
4:	-0.340281   0.539873   2.079678
5:	-0.380201   0.275788   2.097862
6:	-0.382266   0.045317   2.043400
7:	-0.370533   -0.033764   2.027180
8:	-0.017185   0.558879   2.071285
9:	0.018711   0.289981   2.059022
10:	0.022906   0.072194   1.992294
11:	0.003426   0.018734   1.979408
12:	-0.268648   0.014288   2.038648
13:	-0.215739   -0.577655   2.110784
14:	-0.238743   -0.895367   2.003967
15:	-0.203831   -0.950897   1.897549
16:	-0.123026   0.011925   2.036944
17:	-0.121655   -0.550815   2.107447
18:	-0.119013   -0.885755   2.012446
19:	-0.158036   -0.938508   1.908161
20:	-0.174488   0.621206   2.093434
The 15th group: ---------------
0:	-0.198985   0.013086   2.076385
1:	-0.185032   0.365862   2.090801
2:	-0.170534   0.703707   2.091261
3:	-0.184209   0.861213   2.096043
4:	-0.340244   0.539811   2.079598
5:	-0.380065   0.275989   2.097465
6:	-0.382044   0.045053   2.042824
7:	-0.370102   -0.033490   2.026132
8:	-0.017352   0.559292   2.071316
9:	0.018671   0.290406   2.058935
10:	0.022903   0.072102   1.992233
11:	0.003296   0.018290   1.979574
12:	-0.267997   0.014275   2.038141
13:	-0.215370   -0.574981   2.109958
14:	-0.238729   -0.895364   2.003824
15:	-0.205799   -0.949927   1.895658
16:	-0.122499   0.011850   2.036856
17:	-0.121818   -0.550603   2.107454
18:	-0.119910   -0.885065   2.011793
19:	-0.158193   -0.938634   1.907879
20:	-0.174340   0.621256   2.093394
The 16th group: ---------------
0:	-0.198979   0.013090   2.076364
1:	-0.184972   0.365886   2.090758
2:	-0.170374   0.703764   2.091244
3:	-0.184097   0.861306   2.096119
4:	-0.339974   0.539791   2.079473
5:	-0.379988   0.275947   2.097377
6:	-0.382170   0.045278   2.042788
7:	-0.370827   -0.032770   2.028701
8:	-0.017600   0.559570   2.071343
9:	0.018732   0.290719   2.058626
10:	0.023103   0.072736   1.992430
11:	0.002702   0.018743   1.979679
12:	-0.267997   0.014301   2.038096
13:	-0.215481   -0.575110   2.109761
14:	-0.238220   -0.895624   2.003973
15:	-0.212397   -0.951383   1.894531
16:	-0.122486   0.011831   2.036845
17:	-0.121998   -0.550192   2.107272
18:	-0.119052   -0.884695   2.012139
19:	-0.155119   -0.938291   1.906985
20:	-0.174206   0.621304   2.093366
The 17th group: ---------------
0:	-0.198853   0.013233   2.076303
1:	-0.184997   0.365910   2.090570
2:	-0.170657   0.703604   2.090811
3:	-0.183533   0.861321   2.095695
4:	-0.339065   0.539599   2.078617
5:	-0.379828   0.276122   2.097254
6:	-0.381738   0.044390   2.042117
7:	-0.371202   -0.033451   2.029003
8:	-0.017187   0.559937   2.071712
9:	0.018709   0.291020   2.058580
10:	0.023291   0.073304   1.992712
11:	0.003201   0.019576   1.979837
12:	-0.267772   0.015032   2.037786
13:	-0.215651   -0.574624   2.109705
14:	-0.237236   -0.895955   2.004622
15:	-0.237522   -0.951799   1.892294
16:	-0.122366   0.011741   2.036874
17:	-0.122391   -0.550165   2.107294
18:	-0.119303   -0.884713   2.012530
19:	-0.154521   -0.938128   1.906744
20:	-0.174397   0.621207   2.093009
The 18th group: ---------------
0:	-0.198806   0.013319   2.076429
1:	-0.184841   0.366068   2.090773
2:	-0.170279   0.703899   2.091278
3:	-0.183204   0.861366   2.095675
4:	-0.339024   0.539653   2.078592
5:	-0.379813   0.276127   2.097261
6:	-0.381396   0.044145   2.041953
7:	-0.370258   -0.036593   2.028008
8:	-0.016696   0.560083   2.072022
9:	0.018785   0.291107   2.058609
10:	0.017745   0.037165   1.985376
11:	0.000434   -0.007832   1.978200
12:	-0.267711   0.015070   2.037906
13:	-0.215356   -0.573989   2.109880
14:	-0.237370   -0.896034   2.004715
15:	-0.222451   -0.956913   1.897995
16:	-0.122344   0.011826   2.037019
17:	-0.122726   -0.550905   2.107574
18:	-0.119425   -0.885362   2.011813
19:	-0.154890   -0.939312   1.906700
20:	-0.174081   0.621459   2.093394
The 19th group: ---------------
0:	-0.198537   0.013370   2.076251
1:	-0.184845   0.365907   2.090228
2:	-0.170855   0.703267   2.090045
3:	-0.182555   0.861573   2.095936
4:	-0.340172   0.540967   2.079865
5:	-0.379692   0.276295   2.097155
6:	-0.380953   0.042423   2.041268
7:	-0.369856   -0.036074   2.025810
8:	-0.016315   0.559870   2.072079
9:	0.018957   0.290861   2.058003
10:	0.017575   0.035605   1.984606
11:	-0.000069   -0.009464   1.974959
12:	-0.267408   0.015192   2.037567
13:	-0.215348   -0.574712   2.109546
14:	-0.237307   -0.896089   2.004468
15:	-0.214992   -0.954584   1.896766
16:	-0.122109   0.011775   2.036968
17:	-0.122732   -0.550859   2.107485
18:	-0.119055   -0.885456   2.011680
19:	-0.154826   -0.939115   1.906445
20:	-0.174466   0.620974   2.092366
The 20th group: ---------------
0:	-0.198428   0.013213   2.076222
1:	-0.184749   0.365852   2.090257
2:	-0.170654   0.703299   2.090267
3:	-0.181691   0.861313   2.095747
4:	-0.340177   0.540456   2.079668
5:	-0.379508   0.276093   2.097044
6:	-0.381043   0.042479   2.041083
7:	-0.370279   -0.037076   2.026572
8:	-0.015959   0.559668   2.072322
9:	0.019103   0.290631   2.057967
10:	0.019665   0.049396   1.986949
11:	0.000720   0.001770   1.977342
12:	-0.267255   0.014864   2.037395
13:	-0.215674   -0.576912   2.109457
14:	-0.238009   -0.896572   2.003690
15:	-0.211657   -0.953574   1.895626
16:	-0.122011   0.011654   2.037040
17:	-0.122678   -0.550992   2.107486
18:	-0.120557   -0.887026   2.010966
19:	-0.154911   -0.941263   1.905604
20:	-0.174306   0.620972   2.092514
The 21th group: ---------------
0:	-0.198397   0.013039   2.076271
1:	-0.184881   0.365614   2.090086
2:	-0.171092   0.702954   2.089757
3:	-0.181452   0.861435   2.096522
4:	-0.339688   0.540235   2.079243
5:	-0.379509   0.275905   2.096958
6:	-0.381029   0.042517   2.041061
7:	-0.369688   -0.036546   2.026090
8:	-0.016127   0.559809   2.072277
9:	0.019357   0.290825   2.057726
10:	0.021347   0.056567   1.988896
11:	0.002804   0.005062   1.978463
12:	-0.267183   0.014380   2.037456
13:	-0.214756   -0.580812   2.108804
14:	-0.238216   -0.896724   2.003390
15:	-0.211358   -0.950277   1.892234
16:	-0.122005   0.011599   2.037092
17:	-0.123168   -0.552288   2.107484
18:	-0.120793   -0.887008   2.011552
19:	-0.155360   -0.940039   1.905126
20:	-0.174652   0.620650   2.092102
The 22th group: ---------------
0:	-0.198344   0.013193   2.076171
1:	-0.184750   0.365733   2.090039
2:	-0.170764   0.703103   2.089861
3:	-0.181015   0.861177   2.096519
4:	-0.339205   0.540421   2.079111
5:	-0.379517   0.275881   2.096920
6:	-0.380117   0.044223   2.039064
7:	-0.370295   -0.034740   2.025506
8:	-0.016051   0.559766   2.072291
9:	0.020020   0.290861   2.057645
10:	0.022325   0.060085   1.988934
11:	0.005162   0.008486   1.978125
12:	-0.267129   0.015095   2.037081
13:	-0.215079   -0.580937   2.108665
14:	-0.237126   -0.896807   2.003370
15:	-0.211790   -0.951505   1.892824
16:	-0.121972   0.011566   2.037092
17:	-0.123081   -0.552934   2.106989
18:	-0.120888   -0.887750   2.011889
19:	-0.155369   -0.940532   1.905195
20:	-0.174392   0.620785   2.092153
The 23th group: ---------------
0:	-0.198224   0.013123   2.076219
1:	-0.184803   0.365608   2.089884
2:	-0.171221   0.702803   2.089258
3:	-0.180681   0.861108   2.096554
4:	-0.339117   0.540323   2.078887
5:	-0.379451   0.275882   2.096708
6:	-0.380056   0.044145   2.038906
7:	-0.371938   -0.032286   2.026514
8:	-0.015656   0.559767   2.072506
9:	0.020290   0.290845   2.057610
10:	0.022693   0.060569   1.989167
11:	0.005307   0.008798   1.979244
12:	-0.267013   0.015055   2.037095
13:	-0.214985   -0.575187   2.108861
14:	-0.236855   -0.896764   2.003104
15:	-0.209715   -0.952169   1.893751
16:	-0.121830   0.011383   2.037239
17:	-0.123802   -0.553833   2.106766
18:	-0.121151   -0.887927   2.011404
19:	-0.154379   -0.941812   1.905147
20:	-0.174716   0.620531   2.091688
The 24th group: ---------------
0:	-0.198082   0.013041   2.076129
1:	-0.184832   0.365433   2.089602
2:	-0.171495   0.702523   2.088808
3:	-0.180522   0.860966   2.096774
4:	-0.338545   0.540421   2.078257
5:	-0.379471   0.275695   2.096645
6:	-0.380354   0.042333   2.038434
7:	-0.372732   -0.020295   2.026307
8:	-0.015494   0.559711   2.072514
9:	0.020805   0.290830   2.056125
10:	0.024206   0.062004   1.989339
11:	0.008222   0.008528   1.976149
12:	-0.266857   0.015216   2.036886
13:	-0.215758   -0.578640   2.108407
14:	-0.240731   -0.898501   1.997195
15:	-0.206012   -0.955944   1.892738
16:	-0.121546   0.010758   2.037249
17:	-0.123874   -0.554428   2.106389
18:	-0.121912   -0.889705   2.010781
19:	-0.156091   -0.941562   1.903129
20:	-0.174922   0.620277   2.091278
The 25th group: ---------------
0:	-0.198057   0.012991   2.076118
1:	-0.184960   0.365290   2.089358
2:	-0.171898   0.702311   2.088249
3:	-0.179858   0.860706   2.096436
4:	-0.338542   0.540443   2.078315
5:	-0.379535   0.275652   2.096606
6:	-0.381414   0.042487   2.038720
7:	-0.376733   -0.028335   2.028669
8:	-0.015227   0.559679   2.072372
9:	0.021190   0.290815   2.056218
10:	0.028580   0.066479   1.987836
11:	0.013893   0.010401   1.977432
12:	-0.266788   0.015151   2.036734
13:	-0.215510   -0.578346   2.108476
14:	-0.239936   -0.898546   1.998375
15:	-0.200297   -0.953070   1.893259
16:	-0.121545   0.010609   2.037399
17:	-0.123855   -0.554668   2.106329
18:	-0.121932   -0.889566   2.010517
19:	-0.156189   -0.941582   1.903052
20:	-0.175251   0.620077   2.090800
The 26th group: ---------------
0:	-0.197690   0.012995   2.076110
1:	-0.184362   0.365379   2.089427
2:	-0.170762   0.702605   2.088675
3:	-0.179630   0.860717   2.096335
4:	-0.338525   0.540578   2.078295
5:	-0.379606   0.275630   2.096648
6:	-0.389409   0.055924   2.041823
7:	-0.389769   0.006303   2.037862
8:	-0.014888   0.559824   2.072572
9:	0.022066   0.291034   2.055477
10:	0.032692   0.072055   1.988277
11:	0.018139   0.015720   1.975858
12:	-0.266371   0.015059   2.036675
13:	-0.215653   -0.578117   2.108382
14:	-0.239532   -0.898722   1.998671
15:	-0.199096   -0.952861   1.893589
16:	-0.121264   0.010673   2.037463
17:	-0.123981   -0.553872   2.106482
18:	-0.121665   -0.889649   2.011015
19:	-0.155963   -0.941925   1.903812
20:	-0.174283   0.620305   2.091105
The 27th group: ---------------
0:	-0.196369   0.013070   2.075892
1:	-0.184187   0.365241   2.089186
2:	-0.171174   0.702168   2.088248
3:	-0.179398   0.860770   2.096157
4:	-0.339367   0.541618   2.079082
5:	-0.379608   0.276382   2.096592
6:	-0.390382   0.057493   2.042294
7:	-0.395377   0.009424   2.038033
8:	-0.014691   0.559685   2.072577
9:	0.024894   0.291279   2.054386
10:	0.035077   0.072731   1.988443
11:	0.026364   0.015050   1.972644
12:	-0.264817   0.015135   2.036271
13:	-0.215711   -0.578270   2.108426
14:	-0.237301   -0.897815   1.999965
15:	-0.202119   -0.955105   1.895547
16:	-0.120284   0.010710   2.037451
17:	-0.123988   -0.553686   2.106547
18:	-0.122027   -0.891176   2.011225
19:	-0.158601   -0.942590   1.904438
20:	-0.174490   0.619987   2.090759
The 28th group: ---------------
0:	-0.196096   0.013279   2.075771
1:	-0.184162   0.365248   2.089014
2:	-0.171394   0.701998   2.087972
3:	-0.178809   0.860846   2.095792
4:	-0.339005   0.541844   2.078976
5:	-0.380352   0.276847   2.096896
6:	-0.396906   0.064457   2.043993
7:	-0.404409   0.015608   2.040214
8:	-0.014592   0.559820   2.072706
9:	0.027517   0.291811   2.053681
10:	0.039919   0.074885   1.988949
11:	0.033116   0.012510   1.969521
12:	-0.264489   0.015302   2.036060
13:	-0.215693   -0.578355   2.108457
14:	-0.237244   -0.897997   1.999984
15:	-0.197388   -0.954788   1.897315
16:	-0.120094   0.010924   2.037434
17:	-0.123595   -0.552116   2.106728
18:	-0.122069   -0.891271   2.011552
19:	-0.160156   -0.943293   1.906177
20:	-0.174635   0.619871   2.090515
The 29th group: ---------------
0:	-0.195317   0.013741   2.075106
1:	-0.184008   0.365301   2.088523
2:	-0.171611   0.701831   2.087608
3:	-0.178020   0.860916   2.094574
4:	-0.339678   0.542588   2.079552
5:	-0.381351   0.277604   2.097178
6:	-0.403891   0.067971   2.044074
7:	-0.414209   0.013996   2.037724
8:	-0.014863   0.559987   2.072533
9:	0.030349   0.292492   2.053121
10:	0.047879   0.078951   1.986470
11:	0.051246   0.006258   1.963519
12:	-0.263699   0.015665   2.035232
13:	-0.215710   -0.576914   2.108584
14:	-0.237588   -0.898382   2.000114
15:	-0.192809   -0.951955   1.896879
16:	-0.119416   0.011416   2.036985
17:	-0.123574   -0.552389   2.106957
18:	-0.122057   -0.892161   2.011240
19:	-0.160792   -0.943480   1.905594
20:	-0.174765   0.619757   2.090138
The 30th group: ---------------
0:	-0.193293   0.013692   2.074369
1:	-0.182848   0.365386   2.088253
2:	-0.171091   0.701975   2.087755
3:	-0.177540   0.860933   2.093518
4:	-0.338943   0.542316   2.079076
5:	-0.383357   0.278000   2.098009
6:	-0.413853   0.074749   2.044122
7:	-0.427998   0.014023   2.037283
8:	-0.015223   0.559995   2.072141
9:	0.032606   0.292966   2.052279
10:	0.059583   0.095134   1.986222
11:	0.062650   0.016702   1.959092
12:	-0.261833   0.014938   2.034546
13:	-0.215424   -0.578009   2.108666
14:	-0.237508   -0.898170   2.000373
15:	-0.190028   -0.948477   1.895599
16:	-0.117197   0.012069   2.036197
17:	-0.123062   -0.551842   2.107029
18:	-0.122112   -0.887685   2.014911
19:	-0.157296   -0.940504   1.908616
20:	-0.174151   0.619881   2.090196
The 31th group: ---------------
0:	-0.192637   0.013641   2.074163
1:	-0.182125   0.365366   2.088140
2:	-0.170411   0.702002   2.087904
3:	-0.177318   0.860346   2.091111
4:	-0.338325   0.540822   2.078113
5:	-0.386782   0.278036   2.101086
6:	-0.424932   0.082745   2.044132
7:	-0.443551   0.012472   2.035604
8:	-0.015751   0.560005   2.071604
9:	0.041546   0.294890   2.059218
10:	0.069275   0.092632   1.983958
11:	0.073958   0.013903   1.953737
12:	-0.261189   0.014858   2.034294
13:	-0.215325   -0.578303   2.108703
14:	-0.237517   -0.897957   2.000718
15:	-0.189221   -0.948043   1.896240
16:	-0.116619   0.012034   2.036072
17:	-0.122819   -0.551266   2.107316
18:	-0.122795   -0.889698   2.012149
19:	-0.158639   -0.942369   1.906133
20:	-0.173475   0.619890   2.090268
The 32th group: ---------------
0:	-0.191577   0.013728   2.073559
1:	-0.181366   0.365379   2.087605
2:	-0.170043   0.701978   2.087642
3:	-0.176891   0.859995   2.090381
4:	-0.339008   0.541101   2.078460
5:	-0.395158   0.280895   2.107532
6:	-0.434034   0.087682   2.044125
7:	-0.457173   0.014239   2.032126
8:	-0.015324   0.558419   2.070208
9:	0.052543   0.295930   2.060909
10:	0.077596   0.100367   1.981694
11:	0.088472   0.024682   1.947387
12:	-0.260372   0.014901   2.033895
13:	-0.214618   -0.576037   2.108817
14:	-0.237483   -0.897931   2.000777
15:	-0.187945   -0.947249   1.896377
16:	-0.115409   0.012147   2.035292
17:	-0.122403   -0.550690   2.107344
18:	-0.119110   -0.886655   2.014771
19:	-0.157673   -0.939255   1.910077
20:	-0.173019   0.619867   2.089934
The 33th group: ---------------
0:	-0.190487   0.013879   2.073247
1:	-0.180626   0.365261   2.087247
2:	-0.169629   0.701687   2.087377
3:	-0.176414   0.859630   2.089476
4:	-0.338934   0.540718   2.078228
5:	-0.400791   0.281818   2.106837
6:	-0.450596   0.089766   2.045218
7:	-0.474400   0.013753   2.031771
8:	-0.014578   0.556033   2.067773
9:	0.059246   0.295743   2.055189
10:	0.090448   0.110628   1.977427
11:	0.104663   0.035651   1.942789
12:	-0.259474   0.015262   2.033715
13:	-0.214043   -0.574050   2.109302
14:	-0.237388   -0.896515   2.003610
15:	-0.189319   -0.945627   1.898039
16:	-0.114149   0.012032   2.034852
17:	-0.121982   -0.549435   2.107381
18:	-0.118878   -0.885880   2.017395
19:	-0.157052   -0.936766   1.910814
20:	-0.172533   0.619609   2.089639
The 34th group: ---------------
0:	-0.190392   0.014115   2.073198
1:	-0.180705   0.365321   2.087058
2:	-0.170121   0.701515   2.086873
3:	-0.175978   0.859770   2.089242
4:	-0.339093   0.541168   2.078501
5:	-0.409236   0.287109   2.106173
6:	-0.467675   0.092451   2.047968
7:	-0.491203   0.028877   2.031863
8:	-0.013584   0.553234   2.065365
9:	0.068920   0.301001   2.060981
10:	0.107258   0.108495   1.968948
11:	0.120809   0.035842   1.935122
12:	-0.259378   0.015801   2.033760
13:	-0.213987   -0.576554   2.108826
14:	-0.237366   -0.896507   2.003666
15:	-0.191031   -0.945864   1.897268
